Time,Step,Training loss,Validation loss,Full Validation loss
22:26:23,364,1.0118,-,-
22:26:23,363,1.5101,-,-
22:26:23,362,0.0181,-,-
22:26:23,361,1.3509,-,-
22:26:19,360,0.0067,-,-
22:26:19,359,1.4201,-,-
22:26:18,358,1.3782,-,-
22:26:14,357,1.3955,-,-
22:26:14,356,0.7711,-,-
22:26:14,355,1.0908,-,-
22:26:14,354,1.2887,-,-
22:26:14,353,1.4139,-,-
22:26:11,352,1.3391,-,-
22:26:11,351,0.0028,-,-
22:26:08,350,0.0020,-,-
22:26:05,349,1.4104,-,-
22:26:05,348,1.3009,-,-
22:26:05,347,1.1048,-,-
22:26:05,346,1.8143,-,-
22:26:05,345,0.8831,-,-
22:26:05,344,1.3634,-,-
22:26:01,343,1.6791,-,-
22:26:01,342,2.0036,-,-
22:26:01,341,1.1742,-,-
22:26:00,340,0.0016,-,-
22:26:00,339,1.6167,-,-
22:25:59,338,1.0712,-,-
22:25:54,337,1.0460,-,-
22:25:54,336,1.3359,-,-
22:25:54,335,0.0013,-,-
22:25:53,334,1.4093,-,-
22:25:49,333,1.4731,-,-
22:25:49,332,1.4824,-,-
22:25:49,331,0.0015,-,-
22:25:48,330,1.4197,-,-
22:25:44,329,1.4755,-,-
22:25:44,328,1.1800,-,-
22:25:44,327,1.0740,-,-
22:25:43,326,1.1519,-,-
22:25:40,325,0.0032,-,-
22:25:40,324,1.4219,-,-
22:25:40,323,1.2698,-,-
22:25:40,322,0.0085,-,-
22:25:40,321,1.2400,-,-
22:25:35,320,0.2435,-,-
22:25:35,319,0.0197,-,-
22:25:34,318,1.0444,-,-
22:25:31,317,0.9723,-,-
22:25:31,316,0.7603,-,-
22:25:31,315,0.0246,-,-
22:25:31,314,1.2297,-,-
22:25:31,313,1.1436,-,-
22:25:27,312,1.0630,-,-
22:25:27,311,1.7922,-,-
22:25:26,310,1.0401,-,-
22:25:26,309,0.0114,-,-
22:25:25,308,1.2999,-,-
22:25:20,307,1.1246,-,-
22:25:20,306,0.8957,-,-
22:25:20,305,1.0836,-,-
22:25:20,304,1.3274,-,-
22:25:20,303,0.0002,-,-
22:25:16,302,1.5101,-,-
22:25:15,301,1.3465,-,-
22:25:14,300,0.0001,0.0001,-
22:25:14,299,1.1374,-,-
22:25:14,298,1.2913,-,-
22:25:10,297,1.4947,-,-
22:25:10,296,1.1995,-,-
22:25:10,295,1.2255,-,-
22:25:09,294,1.3653,-,-
22:25:05,293,1.5392,-,-
22:25:05,292,1.5671,-,-
22:25:05,291,0.0011,-,-
22:25:04,290,1.4565,-,-
22:25:01,289,0.0027,-,-
22:25:01,288,1.3246,-,-
22:24:59,287,0.0048,-,-
22:24:56,286,0.3060,-,-
22:24:56,285,1.2074,-,-
22:24:56,284,0.7292,-,-
22:24:56,283,0.0491,-,-
22:24:56,282,1.3148,-,-
22:24:53,281,1.4081,-,-
22:24:51,280,1.6222,-,-
22:24:51,279,1.4045,-,-
22:24:51,278,1.2765,-,-
22:24:51,277,1.4057,-,-
22:24:50,276,1.2579,-,-
22:24:45,275,1.5507,-,-
22:24:45,274,1.2862,-,-
22:24:45,273,1.3114,-,-
22:24:44,272,2.0687,-,-
22:24:41,271,1.2575,-,-
22:24:40,270,0.0014,-,-
22:24:40,269,0.0019,-,-
22:24:40,268,1.3935,-,-
22:24:40,267,1.4170,-,-
22:24:36,266,1.3497,-,-
22:24:36,265,0.0016,-,-
22:24:36,264,0.0007,-,-
22:24:35,263,1.0510,-,-
22:24:31,262,1.3947,-,-
22:24:31,261,1.6950,-,-
22:24:30,260,1.6758,-,-
22:24:30,259,1.6274,-,-
22:24:30,258,0.0005,-,-
22:24:26,257,0.0014,-,-
22:24:26,256,0.2464,-,-
22:24:26,255,1.7720,-,-
22:24:26,254,1.0245,-,-
22:24:26,253,1.8637,-,-
22:24:25,252,1.5840,-,-
22:24:21,251,0.0007,-,-
22:24:19,250,0.0031,-,-
22:24:19,249,0.0021,-,-
22:24:19,248,0.0020,-,-
22:24:19,247,1.2910,-,-
22:24:18,246,1.0084,-,-
22:24:13,245,1.4067,-,-
22:24:13,244,1.5301,-,-
22:24:13,243,0.0039,-,-
22:24:12,242,1.2390,-,-
22:24:08,241,1.3858,-,-
22:24:07,240,1.4698,-,-
22:24:07,239,0.0023,-,-
22:24:07,238,1.2655,-,-
22:24:04,237,1.4326,-,-
22:24:04,236,0.0002,-,-
22:24:04,235,1.3821,-,-
22:24:03,234,1.3157,-,-
22:23:59,233,1.9156,-,-
22:23:59,232,1.0208,-,-
22:23:59,231,0.0058,-,-
22:23:58,230,1.6913,-,-
22:23:54,229,1.2355,-,-
22:23:54,228,1.3452,-,-
22:23:54,227,1.4375,-,-
22:23:53,226,0.0011,-,-
22:23:50,225,0.0003,-,-
22:23:50,224,0.0003,-,-
22:23:50,223,1.1730,-,-
22:23:50,222,1.5084,-,-
22:23:50,221,0.0009,-,-
22:23:45,220,1.3187,-,-
22:23:45,219,0.0054,-,-
22:23:45,218,1.1068,-,-
22:23:45,217,0.0021,-,-
22:23:45,216,1.2019,-,-
22:23:44,215,1.0928,-,-
22:23:39,214,1.3585,-,-
22:23:39,213,0.0087,-,-
22:23:39,212,0.1767,-,-
22:23:38,211,1.2213,-,-
22:23:33,210,1.3900,-,-
22:23:33,209,1.5230,-,-
22:23:33,208,1.3482,-,-
22:23:33,207,1.5700,-,-
22:23:30,206,1.5166,-,-
22:23:30,205,2.6164,-,-
22:23:30,204,1.2750,-,-
22:23:30,203,1.3430,-,-
22:23:29,202,1.3259,-,-
22:23:25,201,0.0012,-,-
22:23:24,200,0.4852,1.1336,-
22:23:24,199,1.7701,-,-
22:23:21,198,1.2521,-,-
22:23:21,197,0.0010,-,-
22:23:21,196,1.3655,-,-
22:23:19,195,1.5928,-,-
22:23:16,194,1.5081,-,-
22:23:16,193,0.9282,-,-
22:23:16,192,0.9814,-,-
22:23:16,191,1.6993,-,-
22:23:11,190,1.6221,-,-
22:23:11,189,1.4237,-,-
22:23:11,188,0.0003,-,-
22:23:11,187,0.0003,-,-
22:23:11,186,1.5216,-,-
22:23:10,185,1.3067,-,-
22:23:05,184,1.7247,-,-
22:23:05,183,0.0005,-,-
22:23:05,182,0.0006,-,-
22:23:04,181,1.0044,-,-
22:22:59,180,0.0015,-,-
22:22:59,179,0.0045,-,-
22:22:59,178,1.3638,-,-
22:22:59,177,1.1214,-,-
22:22:59,176,1.4225,-,-
22:22:56,175,0.9676,-,-
22:22:56,174,0.0010,-,-
22:22:56,173,1.4382,-,-
22:22:55,172,0.0020,-,-
22:22:51,171,1.2680,-,-
22:22:50,170,0.0012,-,-
22:22:50,169,0.0027,-,-
22:22:50,168,1.0463,-,-
22:22:47,167,1.4106,-,-
22:22:47,166,0.0418,-,-
22:22:47,165,0.8348,-,-
22:22:46,164,0.0433,-,-
22:22:42,163,1.2112,-,-
22:22:42,162,1.5491,-,-
22:22:42,161,1.5925,-,-
22:22:41,160,1.1185,-,-
22:22:41,159,0.0497,-,-
22:22:37,158,1.0199,-,-
22:22:37,157,1.0221,-,-
22:22:37,156,0.9709,-,-
22:22:37,155,0.0574,-,-
22:22:37,154,1.4841,-,-
22:22:36,153,1.4098,-,-
22:22:31,152,1.2784,-,-
22:22:31,151,1.5742,-,-
22:22:30,150,1.3725,-,-
22:22:29,149,1.5270,-,-
22:22:25,148,1.5307,-,-
22:22:25,147,0.5125,-,-
22:22:25,146,1.4779,-,-
22:22:25,145,1.2391,-,-
22:22:22,144,1.0107,-,-
22:22:22,143,0.0799,-,-
22:22:22,142,1.3095,-,-
22:22:21,141,0.8354,-,-
22:22:16,140,1.5001,-,-
22:22:16,139,1.3231,-,-
22:22:16,138,1.8215,-,-
22:22:16,137,1.3099,-,-
22:22:13,136,0.6894,-,-
22:22:13,135,0.7157,-,-
22:22:13,134,0.0018,-,-
22:22:12,133,0.4337,-,-
22:22:08,132,1.6068,-,-
22:22:08,131,1.2969,-,-
22:22:07,130,1.1876,-,-
22:22:07,129,1.1814,-,-
22:22:07,128,1.1479,-,-
22:22:04,127,1.5255,-,-
22:22:04,126,1.4239,-,-
22:22:04,125,0.0015,-,-
22:22:04,124,1.2514,-,-
22:22:04,123,1.4008,-,-
22:22:04,122,0.0073,-,-
22:22:02,121,1.1549,-,-
22:21:56,120,1.2986,-,-
22:21:56,119,0.0611,-,-
22:21:55,118,0.0890,-,-
22:21:52,117,1.0529,-,-
22:21:52,116,0.9632,-,-
22:21:52,115,1.6289,-,-
22:21:52,114,1.2337,-,-
22:21:52,113,1.4963,-,-
22:21:48,112,1.2490,-,-
22:21:48,111,0.2588,-,-
22:21:46,110,2.6775,-,-
22:21:42,109,0.0109,-,-
22:21:42,108,1.1287,-,-
22:21:42,107,1.1770,-,-
22:21:42,106,1.3881,-,-
22:21:39,105,1.2353,-,-
22:21:39,104,1.4507,-,-
22:21:39,103,1.4034,-,-
22:21:39,102,1.7767,-,-
22:21:38,101,0.0001,-,-
22:21:33,100,1.6061,0.0001,-
22:21:33,99,1.8301,-,-
22:21:33,98,1.4627,-,-
22:21:30,97,1.2932,-,-
22:21:30,96,0.0001,-,-
22:21:30,95,2.1968,-,-
22:21:30,94,2.1623,-,-
22:21:30,93,1.7756,-,-
22:21:30,92,1.1018,-,-
22:21:29,91,0.0004,-,-
22:21:22,90,0.0014,-,-
22:21:22,89,0.0008,-,-
22:21:21,88,1.8422,-,-
22:21:18,87,0.0032,-,-
22:21:18,86,1.4810,-,-
22:21:18,85,0.0009,-,-
22:21:18,84,1.4110,-,-
22:21:18,83,1.3801,-,-
22:21:14,82,1.6814,-,-
22:21:14,81,1.7597,-,-
22:21:12,80,1.6352,-,-
22:21:08,79,0.0292,-,-
22:21:08,78,1.5071,-,-
22:21:08,77,1.3364,-,-
22:21:08,76,0.1052,-,-
22:21:08,75,1.5724,-,-
22:21:05,74,1.1671,-,-
22:21:05,73,1.6956,-,-
22:21:05,72,1.0686,-,-
22:21:04,71,1.6231,-,-
22:20:59,70,1.4387,-,-
22:20:59,69,0.9668,-,-
22:20:59,68,1.6895,-,-
22:20:59,67,1.4540,-,-
22:20:59,66,0.9177,-,-
22:20:55,65,1.5240,-,-
22:20:55,64,0.2817,-,-
22:20:55,63,1.3930,-,-
22:20:55,62,1.5025,-,-
22:20:55,61,0.0006,-,-
22:20:53,60,0.0014,-,-
22:20:48,59,1.0825,-,-
22:20:48,58,1.2818,-,-
22:20:47,57,1.6144,-,-
22:20:43,56,0.3303,-,-
22:20:43,55,0.0073,-,-
22:20:43,54,2.4450,-,-
22:20:43,53,1.5474,-,-
22:20:43,52,1.1987,-,-
22:20:40,51,0.0366,-,-
22:20:39,50,1.7390,-,-
22:20:39,49,0.0082,-,-
22:20:38,48,1.8562,-,-
22:20:34,47,1.5719,-,-
22:20:34,46,3.1650,-,-
22:20:34,45,1.4681,-,-
22:20:34,44,1.3635,-,-
22:20:34,43,1.9147,-,-
22:20:31,42,0.0003,-,-
22:20:31,41,2.4168,-,-
22:20:28,40,0.0027,-,-
22:20:25,39,2.9790,-,-
22:20:25,38,0.0000,-,-
22:20:25,37,0.0000,-,-
22:20:25,36,2.5757,-,-
22:20:25,35,2.0810,-,-
22:20:21,34,2.1938,-,-
22:20:21,33,2.8907,-,-
22:20:21,32,0.0004,-,-
22:20:21,31,0.0087,-,-
22:20:20,30,0.0002,-,-
22:20:20,29,0.0004,-,-
22:20:19,28,5.0563,-,-
22:20:13,27,1.9794,-,-
22:20:13,26,2.4670,-,-
22:20:13,25,2.2662,-,-
22:20:12,24,0.0008,-,-
22:20:08,23,5.8595,-,-
22:20:08,22,2.1175,-,-
22:20:08,21,2.9966,-,-
22:20:07,20,3.4166,-,-
22:20:03,19,0.0015,-,-
22:20:03,18,2.7218,-,-
22:20:03,17,3.3345,-,-
22:20:02,16,4.3956,-,-
22:19:59,15,5.7200,-,-
22:19:59,14,0.0001,-,-
22:19:59,13,1.8558,-,-
22:19:59,12,4.3296,-,-
22:19:55,11,6.9223,-,-
22:19:54,10,1.7437,-,-
22:19:54,9,5.3362,-,-
22:19:53,8,2.2570,-,-
22:19:50,7,8.3323,-,-
22:19:50,6,4.0737,-,-
22:19:50,5,7.0964,-,-
22:19:50,4,4.0654,-,-
22:19:50,3,2.5710,-,-
22:19:45,2,5.1906,-,-
22:19:44,1,5.0026,-,-
Copy JobPlayground,,,,
